,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/14,/amdcpu/0/load/15,/amdcpu/0/load/16,/amdcpu/0/load/17,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/2,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/3,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/4,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/5,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/6,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/7,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/8,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/6,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/5,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/10,/gpu-amd/0/load/11,/gpu-amd/0/load/9,/gpu-amd/0/clock/0,/gpu-amd/0/clock/2,/gpu-amd/0/load/0,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/13,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/14,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
11/12/2025 16:06:55,5.311501,1.31132007,6.71913052,1.00470781,3.47918272,1.25756264,4.3767395,1.24561191,3.295207,0.8665025,8.9885,1.2429893,4.716009,1.737839,6.67095757,1.80078149,3.37653756,8.9885,5.061069,3553.316,35.6,0.394046545,1.075,3513.391,35.2,0.353088945,1.0625,4391.739,44,0.176636279,1.34375,3513.391,35.2,0.23119539,1.05625,3513.391,35.2,0.180430621,1.0625,4391.739,44,0.477721184,1.30625,3513.391,35.2,0.3791171,1.0625,4391.739,44,0.375227,1.3,52.1250076,1.55,1.55,99.81225,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.7337672,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,4,0,0,1292.69141,86.07031,1.10857725,0,0,0,0.00679263053,0,0,0,0,0,46.96875,8192,6734,1457,17.7887917,12.155,99328,749568
11/12/2025 16:06:56,5.17240143,0.9057224,6.2520504,1.35023,4.21959162,0.6197572,4.70064259,1.37562752,2.83685923,0.9301424,9.999889,1.09331012,4.467231,0.63622,4.04173136,1.77773237,3.14869285,9.999889,5.00685453,2520.25977,25.25,0.352307,0.85625,2520.25977,25.25,0.351786673,0.84375,2520.25977,25.25,0.237962544,0.85625,2520.25977,25.25,0.246134371,0.84375,2520.25977,25.25,0.164921045,0.85625,4391.73975,44,0.5021894,1.30625,3513.3916,35.2,0.331511319,1.05625,4391.73975,44,0.260442138,1.3,51.6250076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.6864993,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,3,0,0,1292.69141,86.07031,1.37431443,0,0,0,0.00483075343,0,0,0,0,0,46.8125,8192,6734,1457,17.7887917,12.074,99328,699392
11/12/2025 16:06:57,6.17319965,0,7.09669,0,3.69272828,0,4.23522,1.55605078,2.37259865,1.29557848,10.3046894,1.2547791,3.94576788,0.801849365,3.87979746,1.66432261,2.91960239,10.3046894,4.89924526,2520.25977,25.25,0.384152472,0.85625,2520.25977,25.25,0.4002124,0.84375,2520.25977,25.25,0.1816962,0.85625,2520.25977,25.25,0.2163543,0.84375,2520.25977,25.25,0.128228083,0.85625,2520.25977,25.25,0.5204522,0.8375,4391.73975,44,0.292967767,0.85,4391.73975,44,0.25559485,1.3,51.1250076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.5314391,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,3,0,0,1292.69141,86.07031,1.01010549,0,0,0,0.00503616,0,0,0,0,0,46.875,8192,6734,1457,17.7887917,12.179,99328,849920
11/12/2025 16:06:58,4.917419,2.25653052,6.94978237,4.183817,4.08570766,2.58805156,4.88973236,1.44590735,3.32736969,1.63024068,10.19724,1.83420181,4.156309,1.34454966,4.30077934,1.96821094,3.754741,10.19724,5.05095863,4391.739,44,0.343255967,1.35,4391.739,44,0.4647433,1.325,3513.391,35.2,0.223328128,1.06875,4391.739,44,0.262943059,1.31875,3513.391,35.2,0.223459184,1.06875,4391.739,44,0.5240455,1.30625,3513.391,35.2,0.3620984,1.05625,4391.739,44,0.278608978,1.3,50.8750076,1.55,1.55,99.81225,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.6854067,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,3,0,0,1292.69141,86.07031,1.58479345,0,0,0,0.009585007,0,0,0,0,0,46.90625,8192,6734,1457,17.7887917,12.221,49152,899072
11/12/2025 16:06:59,5.843359,1.2014389,6.48865128,2.52742767,3.78193259,1.29169822,5.9922514,1.815927,3.74159813,2.33671069,10.5639992,1.24903917,5.929148,0.9435773,3.757131,2.18346119,3.72796059,10.5639992,4.985002,2520.259,25.25,0.355346382,0.85625,4391.739,44,0.3801404,1.325,4391.739,44,0.177277967,1.34375,3513.39087,35.2,0.297712356,1.05625,3513.39087,35.2,0.227590859,1.0625,4391.739,44,0.5262068,1.30625,3513.39087,35.2,0.339379638,1.05625,3513.39087,35.2,0.256145447,1.0375,50.5000076,1.55,1.55,99.81224,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.325272948,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,3,0,0,1292.69141,86.07031,1.07378149,0,0,0,0.006711198,0,0,0,0,0,46.71875,8192,6734,1457,17.7887917,12.195,899072,849920
11/12/2025 16:07:00,4.8484683,0.8424878,8.955627,2.12131739,3.79840732,0.273352861,5.421048,1.94041729,3.490013,0.498217344,10.04244,0.79934,5.67505932,0.009387732,4.68325043,1.28890872,3.41797471,10.04244,5.59643173,2520.26,25.25,0.4097718,0.85625,2520.26,25.25,0.62509793,0.84375,2520.26,25.25,0.26154387,0.85625,3533.35474,35.4,0.435957223,1.05625,3533.35474,35.4,0.262960255,1.075,4416.69336,44.25,0.555558,1.31875,3533.35474,35.4,0.456654727,1.0625,4416.69336,44.25,0.3303095,1.31875,50.5000076,1.55,1.55,99.81228,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.60897845,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,3,0,0,1292.69141,86.30078,1.712664,0,0,0.0324490741,0.0082914345,0,0,0,0,0,46.90625,8192,6734,1457,17.7887917,12.347,49152,849920
11/12/2025 16:07:01,5.36232,2.480352,7.254088,2.08402872,4.03023958,1.79160833,5.081582,2.241218,3.4321785,1.209861,11.5261192,2.07377076,4.02485752,1.04529858,4.31057835,1.85719728,3.737831,11.5261192,5.291288,2520.25952,25.25,0.425632715,0.85625,2520.25952,25.25,0.3893175,0.84375,2016.20752,20.2,0.246943444,0.85625,3513.39136,35.2,0.273492724,1.05625,4391.73926,44,0.176933333,1.34375,4391.73926,44,0.5858204,1.30625,3513.39136,35.2,0.305150568,1.0625,4391.73926,44,0.261878043,1.3,50.2500076,1.55,1.55,99.8122559,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.68261224,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,5,0,0,1292.69141,86.30078,1.13176858,0,0,0,0.006456479,0,0,0,0,0,47.09375,8192,6734,1457,17.7887917,12.092,4249600,349184
11/12/2025 16:07:02,10.9007473,1.26795173,10.7371216,4.13125753,6.075817,1.6974926,9.239632,2.05388069,6.523961,1.53089166,16.6059914,1.00213885,6.016588,1.01414919,5.534238,3.60770822,5.49622154,16.6059914,6.40667963,3433.54175,34.4,0.690146,1.05,3433.54175,34.4,0.855103433,1.0375,3433.54175,34.4,0.5076048,1.05,4291.92725,43,0.7219928,1.31875,4266.974,42.75,0.484234661,1.3375,4266.974,42.75,0.8516384,1.3,3413.57935,34.2,0.480026037,1.0375,4266.974,42.75,0.523828745,1.29375,50.6250076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.4296875,15997.6,16054.0293,0.67166847,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,12,5,0,0,1302.88281,86.48828,2.84016,0,0,0.165663481,0.0176853165,0,0,0,0,0,46.9375,8192,6724,1467,17.91315,12.295,2249728,1499136
11/12/2025 16:07:03,5.267298,0.9613812,9.977073,3.12445164,5.85895157,0.834018,5.221522,1.71108246,4.08667946,0.9290874,12.5802813,0.7493496,4.610592,0.914800167,4.616803,2.154398,3.97486687,12.5802813,5.78463364,2520.25977,25.25,0.441578925,0.85625,2520.25977,25.25,0.83615154,0.84375,3553.31665,35.6,0.460194439,1.08125,3553.31665,35.6,0.418418139,1.0625,3553.31665,35.6,0.31202212,1.075,4441.64551,44.5,0.6553975,1.3375,3553.31665,35.6,0.402160823,1.06875,3553.31665,35.6,0.398819536,1.05,50.7500076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.472360551,0,0,0,0.0145989116,0,0,0,0,0,400,1600,0,41,210,405,4,6,0,0,1307.07031,85.30078,2.09603119,0,0,0.118077,0.0144880982,0,0,0,0,0,46.8125,8192,6720,1471,17.9642677,12.5,849920,799744
11/12/2025 16:07:04,5.349189,1.01863146,8.207041,3.74907255,5.813253,2.37634182,6.76264763,1.70459747,3.83229852,1.02387071,10.3373289,1.08243823,3.74435782,1.56148076,3.81767154,2.60568261,3.93661857,10.3373289,5.473678,2520.25952,25.25,0.396040231,0.85625,2016.20752,20.2,0.680543542,0.84375,3553.31641,35.6,0.5198421,1.08125,3553.31641,35.6,0.511855364,1.0625,3553.31641,35.6,0.3018438,1.075,4441.64551,44.5,0.554099441,1.3375,3553.31641,35.6,0.364529,1.06875,3553.31641,35.6,0.356603473,1.05,50.6250076,1.55,1.55,99.8122559,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.5369296,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,5,0,0,1302.87891,86.30078,1.8860718,0,0,0.09951017,0.0102331024,0,0,0,0,0,47,8192,6724,1467,17.91315,12.241,899072,799744
11/12/2025 16:07:05,5.86559772,1.09081268,7.559049,2.755642,4.336113,1.08733177,5.738032,2.15597749,3.13324928,1.9174397,10.1059971,1.37423277,3.65340114,0.7503629,6.81087971,1.75253153,3.75541449,10.1059971,5.41423273,3533.35425,35.4,0.4264133,1.075,4416.693,44.25,0.558471441,1.3375,4416.693,44.25,0.339199245,1.35625,3533.35425,35.4,0.4148877,1.05625,3533.35425,35.4,0.256050467,1.075,4416.693,44.25,0.565760136,1.325,4416.693,44.25,0.364851683,1.34375,3533.35425,35.4,0.4033609,1.05,50.5000076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.5596327,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,4,0,0,1302.87891,86.30078,1.24217355,0,0,0,0.0064547183,0,0,0,0,0,46.96875,8192,6724,1467,17.91315,12.135,14999552,349184
11/12/2025 16:07:06,8.42760849,2.68654823,35.42364,3.15647721,10.1378384,3.15086842,9.596861,3.28894258,5.165428,2.588743,15.083951,1.781398,6.1966,2.172941,5.675268,4.09433842,7.41421,35.42364,8.269706,3513.3916,35.2,0.6877022,1.06875,4391.73975,44,2.52557445,1.3375,3513.3916,35.2,0.834360063,1.06875,3513.3916,35.2,0.763700962,1.05625,3513.3916,35.2,0.4949357,1.06875,3513.3916,35.2,0.8287288,1.05,4341.8335,43.5,0.5668069,1.0625,4341.8335,43.5,0.5594111,1.29375,53.2500076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.719663143,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,14,5,0,4,1302.87891,86.30078,5.022221,0,0,0,0.0113386968,0,0,0,0,0,46.8125,8192,6724,1467,17.91315,12.342,112599040,14249984
11/12/2025 16:07:07,8.10294151,1.815033,35.4237022,2.42143273,10.4159889,3.717327,9.011042,3.70429158,6.05555773,2.62029171,14.8507776,1.45097971,5.983722,1.82639956,4.635233,3.7072897,7.233882,35.4237022,8.39259052,4391.73926,44,0.627812564,1.35,4391.73926,44,2.513623,1.3375,3513.39136,35.2,0.9029694,1.06875,3513.39136,35.2,0.7804071,1.05625,3513.39136,35.2,0.5632481,1.06875,3513.39136,35.2,0.785672665,1.05,3513.39136,35.2,0.5515536,1.0625,3513.39136,35.2,0.5042553,1.04375,54.7500076,1.55,1.55,99.8122559,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.73559165,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,12,6,0,1,1296.69141,86.30078,5.12910032,0,0,0.05864472,0.01308444,0,0,0,0,0,47,8192,6730,1461,17.83762,12.583,1.142999E+08,14299136
11/12/2025 16:07:08,7.10754967,2.00908184,27.39836,2.10495,6.84602261,2.6066184,7.08346939,2.166462,5.41293049,2.80383229,13.018012,1.62882209,5.93286133,1.77186131,5.546558,2.72076726,6.009883,27.39836,7.198648,3553.317,35.6,0.557625532,1.08125,3553.317,35.6,1.886894,1.0625,3553.317,35.6,0.558162153,1.08125,4441.646,44.5,0.537021041,1.35,3553.317,35.6,0.476909131,1.075,3553.317,35.6,0.6810228,1.05625,3553.317,35.6,0.4996753,1.06875,3553.317,35.6,0.441311121,1.05,55.3750076,1.55,1.55,99.81227,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.41280812,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,6,8,0,1,1296.69141,86.30078,3.97937751,0,0,0,0.00993506052,0,0,0,0,0,47,8192,6730,1461,17.83762,12.355,99328,849920
11/12/2025 16:07:09,5.77302,1.06748939,11.4536524,3.22322845,4.967469,1.27481818,6.422043,2.038169,3.49941254,0.9521127,10.75862,0.5288482,3.6239326,0.6003499,4.11443138,1.93098187,3.88928652,11.4536524,5.74328327,2520.25928,25.25,0.464836776,0.85625,2520.25928,25.25,0.915692449,0.84375,2520.25928,25.25,0.4579178,0.85625,2520.25928,25.25,0.5546951,0.84375,2520.25928,25.25,0.322895646,0.85625,2520.25928,25.25,0.594661057,0.8375,2520.25928,25.25,0.400710434,0.85,2520.25928,25.25,0.3807427,0.8375,54.7500076,1.55,1.55,99.81225,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.5370345,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,8,8,0,0,1296.69141,86.30078,2.14726424,0,0,0,0.008181288,0,0,0,0,0,46.75,8192,6730,1461,17.83762,12.268,4299776,749568
11/12/2025 16:07:10,9.475517,2.68259048,38.51965,2.78891921,12.3330593,3.87635231,12.9845676,27.47615,7.28216171,2.58536935,15.2861176,1.53222084,10.3470984,1.8217802,5.76158142,3.752941,9.906631,38.51965,11.3215351,3433.54175,34.4,0.7199604,1.05,3373.65454,33.8,2.74112344,1.0375,4217.06836,42.25,1.04367316,1.33125,4217.06836,42.25,2.8217206,1.3375,4217.06836,42.25,0.5852935,1.325,4217.06836,42.25,0.8261176,1.3,4217.06836,42.25,0.683645546,1.31875,4217.06836,42.25,0.525309265,1.29375,60.0000076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.6621917,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,11,8,0,3,1296.69141,86.30078,2.8205533,0,0,0,0.008220829,0,0,0,0,0,46.96875,8192,6730,1461,17.83762,12.246,4399104,849920
11/12/2025 16:07:11,12.5660419,4.89907265,68.6876,4.66966057,15.1344,7.778531,12.9696732,10.9657526,16.884428,8.507919,35.8312721,6.58018,9.894032,8.994561,10.8044682,6.26781,15.0897141,68.6876,14.6063871,3513.38843,35.2,0.9537915,1.06875,3513.38843,35.2,4.93013334,1.05625,3513.38843,35.2,1.23754871,1.06875,3513.38843,35.2,1.19638586,1.05625,4391.73535,44,1.09375584,1.34375,3513.38843,35.2,1.87279463,1.05,3513.38843,35.2,0.990444541,1.05625,3513.38843,35.2,0.8895096,1.04375,65.87501,1.55,1.55,99.81217,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.6399319,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,4,9,0,0,1292.69141,86.30078,0.8478897,0,0,0.01234583,0.004938332,0,0,0,0,0,47.0625,8192,6734,1457,17.7887917,12.195,4299776,849920
11/12/2025 16:07:12,10.55767,4.24284935,67.16616,2.77253985,12.83288,3.92768979,11.9822083,3.78178954,15.6676,8.975172,15.2727718,3.05500031,7.786232,15.09462,17.6606178,4.144162,12.8075066,67.16616,12.3441544,2520.26147,25.25,0.7791325,0.85625,2520.26147,25.25,3.80983567,0.84375,2520.26147,25.25,0.9281518,0.85625,2520.26147,25.25,0.7879408,0.84375,2520.26147,25.25,1.46108878,0.85625,2520.26147,25.25,0.85067457,0.8375,3513.394,35.2,1.29497612,1.0625,4391.74268,44,1.10918319,1.3,67.00001,1.55,1.55,99.81233,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,1.16808474,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,5,5,0,0,1296.88281,86.30078,2.36322427,0,0,0.125290319,0.0113735581,0,0,0,0,0,47.3125,8192,6730,1461,17.8399086,12.165,22349824,1249280
11/12/2025 16:07:13,10.2947712,1.7698884,9.719318,2.01442838,9.776438,1.82158947,6.519592,3.713721,5.79537773,1.49624944,13.6316891,1.17918253,5.975747,1.51398182,5.529177,3.1708777,5.24512529,13.6316891,6.288873,2520.25977,25.25,0.6627904,0.85625,2520.25977,25.25,0.6454648,0.84375,2520.25977,25.25,0.6054931,0.85625,2520.25977,25.25,0.574061632,0.84375,2520.25977,25.25,0.388606638,0.85625,2520.25977,25.25,0.72931087,0.8375,2520.25977,25.25,0.452456057,0.85,2520.25977,25.25,0.44401443,0.8375,65.25001,1.55,1.55,99.81227,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.683071136,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,4,0,0,1292.67969,85.58984,2.544442,0,0,0.07028624,0.009986461,0,0,0,0,0,47.1875,8192,6734,1457,17.7887917,12.323,0,0
11/12/2025 16:07:14,4.48372936,0.4871726,6.630492,1.05398893,3.11030149,1.25598907,3.87768745,1.65706873,3.22381854,1.43026114,8.745641,0.416398048,2.486378,0.780022144,1.9936502,0.8735478,2.65663862,8.745641,5.00042725,2520.25977,25.25,0.330784559,0.85625,2520.25977,25.25,0.3966674,0.84375,2520.25977,25.25,0.2749204,0.85625,2520.25977,25.25,0.3023881,0.84375,2016.20789,20.2,0.287573218,0.85625,4391.73975,44,0.48957637,0.8375,3513.39185,35.2,0.287892938,1.0625,4391.73975,44,0.182133257,1.3,63.5000076,1.55,1.55,99.81227,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.590889156,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,10,0,0,1292.67969,85.58984,0.892963648,0,0,0,0.0157614034,0,0,0,0,0,47.28125,8192,6734,1457,17.7887917,12.046,199680,0
11/12/2025 16:07:15,4.045081,0.929427147,15.4348316,2.48467922,4.726827,7.85889053,5.69810867,4.09342051,3.53598,2.910751,9.751802,1.654923,5.38262129,1.73293948,4.050988,1.793468,4.75529432,15.4348316,6.36530161,3373.65479,33.8,0.325564116,1.03125,3373.65479,33.8,1.08437181,1.01875,4217.06836,42.25,0.804824769,1.34375,3373.65479,33.8,0.524313331,1.01875,3373.65479,33.8,0.393089563,1.03125,4217.06836,42.25,0.590231359,1.30625,3373.65479,33.8,0.434544742,1.025,3373.65479,33.8,0.325747818,1.00625,62.2500076,1.55,1.55,99.81227,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.561438739,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,2,3,0,0,1292.67969,85.58984,1.25929689,0,0,0,0.00344958063,0,0,0,0,0,47.1875,8192,6734,1457,17.7887917,11.88,199680,0
11/12/2025 16:07:16,10.0413084,1.2178123,10.2931614,2.043569,8.75344849,1.89504027,4.178238,60.23259,38.36142,1.66947246,13.34641,1.9130826,6.554413,0.7712722,6.06963062,1.74924731,10.5681305,60.23259,13.1957359,3433.54175,34.4,0.7828862,1.05,3433.54175,34.4,1.03972173,1.03125,3433.54175,34.4,0.9492539,1.05,4291.92725,43,5.676885,1.325,4291.92725,43,3.88176036,1.34375,3433.54175,34.4,1.11159706,1.025,3433.54175,34.4,0.5801294,1.0375,3373.65454,33.8,0.5573288,1.025,62.0000076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.628938735,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,5,0,0,1292.67969,85.58984,0.7293923,0,0,0,0.003289379,0,0,0,0,0,46.9375,8192,6734,1457,17.7887917,11.815,199680,0
11/12/2025 16:07:17,4.5013485,2.41364837,7.412958,1.14856958,4.64162827,0.7196903,3.3965826,36.4841537,18.6537514,0.712871552,14.0926476,3.9070487,6.1588583,0.46055913,4.01896238,1.63555741,6.89742,36.4841537,9.221076,4391.739,44,0.5537316,1.35,3513.391,35.2,0.6298691,1.05625,3513.391,35.2,0.479534954,1.06875,3513.391,35.2,3.42310143,1.05625,3553.316,35.6,1.835278,1.075,4441.645,44.5,1.13938832,1.3375,3553.316,35.6,0.5303035,1.06875,3553.316,35.6,0.372144669,1.05,62.5000076,1.55,1.55,99.81225,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.3683787,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,8,0,0,1296.87109,85.28125,1.25814068,0,0,0.187228382,0.00498410035,0,0,0,0,0,47.25,8192,6730,1461,17.8399086,11.89,49152,799744
11/12/2025 16:07:18,4.921162,1.06570721,6.34583855,1.52724981,3.47275138,1.0841608,4.67221165,1.40689015,3.536117,1.86595917,11.8827286,1.73757076,4.87681,0.6385207,4.20678854,1.61207914,3.42828035,11.8827286,4.73649359,3553.31665,35.6,0.5814523,1.08125,3553.31665,35.6,0.435580283,1.0625,3553.31665,35.6,0.2828117,1.075,3553.31665,35.6,0.428708941,1.0625,3553.31665,35.6,0.29147312,1.075,4441.64551,44.5,0.645182848,1.3375,3553.31665,35.6,0.45141834,1.06875,3553.31665,35.6,0.3891052,1.05,61.0000076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.740587234,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,2,5,0,0,1292.67969,85.359375,0.8429221,0,0,0.09128885,0.00185281818,0,0,0,0,0,47.15625,8192,6734,1457,17.7887917,11.761,0,799744
11/12/2025 16:07:19,4.645711,0.135803223,5.67281246,2.41624117,4.620123,1.06787086,4.28854227,1.8031776,3.48206162,0.8987427,9.382832,1.0974586,3.43009233,0.4759729,3.58538032,1.23755932,3.01502347,9.382832,5.12362576,2520.25928,25.25,0.395890683,0.85625,2520.25928,25.25,0.386532068,0.84375,2520.25928,25.25,0.305117041,0.85625,2520.25928,25.25,0.2825866,0.84375,3533.35352,35.4,0.197996348,1.075,4416.692,44.25,0.491229683,1.31875,3533.35352,35.4,0.291887879,1.0625,4416.692,44.25,0.220517471,1.3125,59.6250076,1.55,1.55,99.81225,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.6237432,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,3,0,0,1292.67969,85.359375,1.33068407,0,0,0,0.00642277952,0,0,0,0,0,46.96875,8192,6734,1457,17.7887917,11.978,49152,799744
11/12/2025 16:07:20,4.376638,5.390787,5.57807064,2.21855044,4.18580151,0.7775724,3.87613773,1.97855234,5.033499,1.06999874,10.3409176,1.36888027,4.29065228,0.5907297,3.54298949,1.61187053,3.51448655,10.3409176,4.93268,2520.25977,25.25,0.552699,0.85625,2520.25977,25.25,0.39657402,0.84375,2520.25977,25.25,0.262724161,0.85625,2520.25977,25.25,0.3037992,0.84375,2520.25977,25.25,0.258165926,0.85625,2520.25977,25.25,0.6335979,0.8375,2520.25977,25.25,0.375171751,0.85,2520.25977,25.25,0.2906165,0.8375,58.3750076,1.55,1.55,99.81227,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.468100548,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,7,5,0,0,1292.67969,85.359375,1.08442342,0,0,0,0.00321484241,0,0,0,0,0,47.0625,8192,6734,1457,17.7887917,11.687,49152,849920
11/12/2025 16:07:21,4.33390141,0.656062365,5.05856276,1.963222,3.77727747,0.630629063,5.340248,1.28260851,2.94752717,0.68385005,8.401209,0.947910547,3.45810056,0.971728563,3.8259685,1.43008232,2.856803,8.401209,4.900046,3553.31665,35.6,0.33228004,1.08125,3553.31665,35.6,0.3601737,1.0625,3553.31665,35.6,0.227961332,1.08125,3553.31665,35.6,0.28428334,1.0625,3553.31665,35.6,0.1366905,1.075,4441.64551,44.5,0.479433179,1.3375,3553.31665,35.6,0.312417954,1.06875,3553.31665,35.6,0.266999334,1.05,57.2500076,1.55,1.55,99.81226,-1,496.5625,127.390625,369.171875,56.6601563,15997.3691,16054.0293,0.6543453,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,3,8,0,0,1292.67969,85.359375,1.17614865,0,0,0,0.004833474,0,0,0,0,0,47.21875,8192,6734,1457,17.7887917,11.817,0,0
