,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/14,/amdcpu/0/load/15,/amdcpu/0/load/16,/amdcpu/0/load/17,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/2,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/3,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/4,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/5,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/6,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/7,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/8,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/6,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/5,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/10,/gpu-amd/0/load/11,/gpu-amd/0/load/9,/gpu-amd/0/clock/0,/gpu-amd/0/clock/2,/gpu-amd/0/load/0,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/6,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/13,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/14,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
11/11/2025 22:57:38,2.69869566,0.9762347,3.017658,0.4033804,1.786077,0,3.90379429,0,0.7994592,0,4.29303646,0,0.8183539,0,0.955510139,0.5215466,1.09809041,4.29303646,4.814093,2520.26758,25.25,0.809539557,0.85625,2520.26758,25.25,0.305608571,0.84375,2520.26758,25.25,0.252156943,0.85625,2520.26758,25.25,0.39418748,0.84375,2520.26758,25.25,0.194211692,0.85625,2520.26758,25.25,0.239876553,0.8375,2520.26758,25.25,0.1629111,0.85,4391.75342,44,0.224800751,0.8375,59.0000076,1.55,1.55,99.81258,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,9,46,0,1,2112.5625,99.47266,4.975707,0,0,0,0.00328508834,0,0,0,0,0,46.59375,8192,5914,2277,27.7977467,13.267,1499136,3299328
11/11/2025 22:57:39,4.275793,2.93799043,6.90652752,2.47632861,4.79176044,1.49521828,18.15335,2.52444148,6.05196953,2.5816977,7.18557262,1.18147731,4.130721,1.58364773,4.962969,2.61669159,4.61601,18.15335,6.419542,4416.70557,44.25,0.470708966,1.3625,3533.3645,35.4,0.5064748,1.0625,3533.3645,35.4,0.3253536,1.06875,4416.70557,44.25,1.56603539,1.33125,3533.3645,35.4,0.565915167,1.075,3513.40186,35.2,0.420630485,1.05,4391.75244,44,0.34152627,1.0625,4391.75244,44,0.380155951,1.3,58.1250076,1.55,1.55,99.81255,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,9,43,0,1,2112.5625,99.24219,4.053192,0,0,0.0357383,0.00394520257,0,0,0,0,0,46.6875,8192,5914,2277,27.7977467,13.121,949248,999424
11/11/2025 22:57:40,4.61955643,2.78765559,6.210649,1.78620219,3.35012674,1.23764873,2.27971077,2.687776,2.93402672,3.05589437,4.9253583,1.1918962,2.20016241,0.959903,3.23297381,1.95125341,2.83816457,6.210649,4.8828063,3533.3645,35.4,0.9145033,1.075,3533.3645,35.4,0.6554749,1.0625,4416.70557,44.25,0.2992845,1.35625,3533.3645,35.4,0.3824165,1.05625,4416.70557,44.25,0.433941662,1.35625,3533.3645,35.4,0.254872561,1.05,3533.3645,35.4,0.258800954,1.0625,4416.70557,44.25,0.2974897,1.3125,57.0000076,1.55,1.55,99.81255,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,28,53,0,2,2112.5625,99.24219,3.79534388,0,0,0,0.00323736272,0,0,0,0,0,46.875,8192,5914,2277,27.7977467,12.98,899072,999424
11/11/2025 22:57:41,3.2587707,1.78274512,4.25457954,0.4355371,1.70267224,0,1.53559446,1.04238987,1.97196007,1.64538026,5.202895,0,1.79203153,0,1.725632,0.7614076,1.65936947,5.202895,4.97986841,2520.267,25.25,0.8519945,0.85625,2520.267,25.25,0.4327447,0.84375,2520.267,25.25,0.353690118,0.85625,2520.267,25.25,0.372309923,0.84375,2520.267,25.25,0.406567484,0.85625,2520.267,25.25,0.373571962,0.8375,2520.267,25.25,0.2873045,0.85,2520.267,25.25,0.293514073,0.8375,56.0000076,1.55,1.55,99.81256,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,10,48,0,1,2112.5625,99.24219,5.332452,0,0,0,0.00166251825,0,0,0,0,0,46.59375,8192,5914,2277,27.7977467,13.492,1349632,999424
11/11/2025 22:57:42,4.484701,3.02665234,5.73745966,1.86405182,3.78605127,1.65777206,3.01529169,2.16313,2.61670947,2.028489,5.81020737,1.49273872,2.347207,1.72327161,3.65685225,2.86365747,3.01713347,5.81020737,4.737763,3553.32715,35.6,0.716812849,1.08125,4441.659,44.5,0.47623688,1.35625,3553.32715,35.6,0.2843955,1.08125,3553.32715,35.6,0.326643437,1.0625,3553.32715,35.6,0.2486796,1.075,3553.32715,35.6,0.287824482,1.05625,3553.32715,35.6,0.209432,1.06875,3553.32715,35.6,0.34454146,1.05,55.0000076,1.55,1.55,99.81256,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,10,54,0,1,2112.5625,99.24219,2.81555843,0,0,0,0.004791258,0,0,0,0,0,46.53125,8192,5914,2277,27.7977467,12.836,10249216,999424
11/11/2025 22:57:43,7.60219669,4.30814648,6.64670467,5.240667,5.51919365,2.014494,4.01825333,2.06853151,3.38954926,5.758649,9.336191,0,3.23620439,1.83475018,3.48358154,5.548346,4.354471,9.336191,6.096483,2520.26416,25.25,0.951145649,0.85625,2520.26416,25.25,0.638232768,0.84375,2520.26416,25.25,0.468348026,0.85625,3533.36035,35.4,0.5075208,1.05625,3533.36035,35.4,0.6489824,1.075,3533.36035,35.4,0.489189863,1.05,3533.36035,35.4,0.3327386,1.0625,4416.7,44.25,0.437316626,1.3125,54.6250076,1.55,1.55,99.81244,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,9,66,0,1,2112.5625,99.24219,6.40867662,0,0,0,0.00158113753,0,0,0,0,0,46.875,8192,5914,2277,27.7977467,13.55,4399104,5149696
11/11/2025 22:57:44,5.469054,1.97775364,14.65798,1.68844461,6.420726,2.857709,6.070149,2.04526782,3.35876346,4.47945,8.981442,6.72366047,3.86186242,1.100564,4.42944765,1.52588487,4.72800159,14.65798,7.24304533,4391.758,44,0.6354336,1.35,4391.758,44,1.10264921,1.325,4391.758,44,0.6170307,1.35,4391.758,44,0.5812274,1.31875,4391.758,44,0.6264775,1.3375,4391.758,44,0.888513267,1.30625,3513.40649,35.2,0.417753756,1.0625,3513.40649,35.2,0.434085757,1.04375,54.7500076,1.55,1.55,99.81268,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,375,405,9,56,0,2,2126.26172,115.742188,15.9382744,0,0,0.985217,0.008441173,0,0,0,0,0,46.53125,8192,5901,2290,27.9640675,14.251,9949184,1049600
11/11/2025 22:57:45,4.396689,7.76962042,8.273369,3.635192,4.014641,2.14778185,3.37340832,1.81040168,2.94926167,2.044952,5.843079,1.09277964,3.50157022,1.60087943,3.07974815,2.05560923,3.599316,8.273369,5.521807,4391.752,44,1.12412453,1.35,4391.752,44,0.768179953,1.325,4391.752,44,0.406771958,1.34375,4391.752,44,0.3666718,1.31875,4391.752,44,0.299009472,1.3375,4391.752,44,0.272212267,1.30625,4391.752,44,0.2472185,1.325,4391.752,44,0.296069235,1.3,54.5000076,1.55,1.55,99.8125458,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,375,405,18,54,0,1,2126.26172,115.742188,5.89333725,0,0,0,0.00165399013,0,0,0,0,0,46.625,8192,5901,2290,27.9640675,13.913,6749184,3899392
11/11/2025 22:57:46,8.145821,3.220588,23.9524612,3.00456882,7.91972256,3.37311029,7.98047161,5.91566,6.897622,3.333062,9.4239,0.8946419,3.50787044,3.54663134,5.09479046,4.600519,6.30072355,23.9524612,7.719444,3513.40234,35.2,0.8976389,1.06875,4341.84668,43.5,1.564616,1.3375,4341.84668,43.5,0.7193924,1.3375,4341.84668,43.5,0.853903055,1.3125,4341.84668,43.5,0.59490484,1.33125,4391.753,44,0.5461368,1.30625,4391.753,44,0.416690171,1.325,3513.40234,35.2,0.552018,1.04375,55.1250076,1.55,1.55,99.81257,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,39,55,0,10,2126.26953,128.804688,12.1133585,0,0,0.5014372,0.00506043853,0,0,0,0,0,46.84375,8192,5901,2290,27.9640675,13.884,3.542999E+08,48449536
11/11/2025 22:57:47,12.4004726,14.7869167,26.9808235,7.98726654,19.1889935,8.731306,16.9755573,8.665567,13.4542646,6.803852,13.5380087,5.67444563,9.806138,9.117764,7.135743,10.4229212,11.9793777,26.9808235,11.15033,4391.752,44,1.47025526,1.35,4391.752,44,1.61468828,1.31875,4391.752,44,1.29448116,1.34375,4391.752,44,1.20124948,1.31875,3513.40161,35.2,0.869665146,1.06875,4391.752,44,0.775553942,1.30625,4391.752,44,0.765688837,1.325,4391.752,44,0.733957946,1.3,57.0000076,1.55,1.55,99.8125458,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,225,405,22,54,0,2,2143.65625,133.515625,15.844389,0,0,0.777521431,0.005457666,0,0,0,0,0,46.96875,8192,5883,2308,28.1761646,14.481,1.364992E+07,3899392
11/11/2025 22:57:48,5.98278046,1.08446479,20.8553429,2.476889,4.154044,3.714633,2.79982686,2.248329,3.02433372,2.018398,5.1279726,0.05363822,1.50177479,1.60323977,2.05720663,2.45744586,3.82251143,20.8553429,6.509861,2520.26733,25.25,0.653837144,0.85625,4391.753,44,1.34149158,1.31875,4391.753,44,0.5264115,1.34375,4391.753,44,0.455045462,1.31875,4391.753,44,0.405855119,1.3375,3513.40234,35.2,0.316465676,1.04375,3513.40234,35.2,0.315726668,1.05625,4391.753,44,0.322351575,1.3,56.3750076,1.55,1.55,99.81257,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,225,405,9,44,0,1,2143.65625,137.890625,6.777393,0,0,0.131903827,0.0021255312,0,0,0,0,0,46.75,8192,5883,2308,28.1761646,13.894,7749632,3149824
11/11/2025 22:57:49,4.67577,2.04892159,6.185442,1.84807181,3.082198,1.62047148,7.206911,1.339531,2.63236165,1.36660933,4.38507175,0.532019138,1.31195784,0.946331,3.34733725,2.05441713,2.7864635,7.206911,5.16049957,3533.36475,35.4,0.676849961,1.075,4416.706,44.25,0.484241426,1.3375,4416.706,44.25,0.29146713,1.35625,3533.36475,35.4,0.674720347,1.05625,4416.706,44.25,0.286790222,1.35,3533.36475,35.4,0.262923449,1.05,4416.706,44.25,0.184457749,1.34375,3533.36475,35.4,0.291304648,1.04375,55.6250076,1.55,1.55,99.81256,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,12,56,0,1,2143.65625,137.527344,4.872566,0,0,0.0557303466,0.00166971085,0,0,0,0,0,46.6875,8192,5883,2308,28.1761646,13.648,1449984,5199872
11/11/2025 22:57:50,18.86577,7.164031,28.09869,4.622829,12.8632727,4.92419,9.823429,7.736242,7.663912,5.38981533,19.4100857,3.6509037,5.99547,6.76971054,9.022552,9.668207,10.1043224,28.09869,10.2135429,3513.40186,35.2,1.55575311,1.06875,3513.40186,35.2,1.84521914,1.05625,3513.40186,35.2,0.9887698,1.06875,3513.40186,35.2,0.9815335,1.05625,3513.40186,35.2,0.766649663,1.06875,4391.75244,44,1.2044903,1.3375,3513.40186,35.2,0.6979837,1.0625,3513.40186,35.2,0.989474654,1.04375,56.7500076,1.55,1.55,99.81255,-1,496.5625,448.5586,48.0039063,9.355469,16044.6738,16054.0293,0,0,0,0,0,0,0,0,0,0,400,1600,0,41,210,405,28,48,0,8,2138.332,136.351563,14.1525183,0,0,0.289979,0.103657618,0,0,0,0,0,47,8192,5889,2302,28.1113148,14.021,1399808,3549184
